datetime_beginning_ept          LMP Realtime               CCP                 PCP            Mileage        Perf. Score   R      Reward          Pavg
                   5/1/2018 0:00                 259.865751               227.9           2.46           20.7             1      1         278.822            1.072946315
                   5/1/2018 1:00                 112.886788               87.88           3.28           31.2             1      1         190.216            1.685015611
                   5/1/2018 2:00                  192.33927              153.01           2.29           21.1             1      1         201.329            1.046738921
                   5/1/2018 3:00                 103.220107               46.07           2.47           32.7             1      1         126.839             1.22882066
                   5/1/2018 4:00                 213.517315              406.48           1.43           31.4             1      1         451.382            2.114029956
                   5/1/2018 5:00                 136.328318              218.61           8.29           29.7             1      1         464.823            3.409585087
                   5/1/2018 6:00                  83.282841               27.88           0.86           22.3             1      1          47.058            0.565038361
                   5/1/2018 7:00                  86.398753               76.24           1.81           20.5             1      1         113.345             1.31188236
                   5/1/2018 8:00                  75.572279               27.67           1.54           33.1             1      1          78.644            1.040646134
                   5/1/2018 9:00                  40.372032                78.7           0.85           34.7             1      1         108.195            2.679949327
                  5/1/2018 10:00                  89.853301               51.66           0.72           20.9             1      1          66.708             0.74241012
                  5/1/2018 11:00                  110.81362              105.12           0.25           30.6             1      1          112.77            1.017654689
                  5/1/2018 12:00                   85.58432              139.02           1.49           29.7             1      1         183.273            2.141431982
                  5/1/2018 13:00                  71.184237               32.05           0.53           18.3             1      1          41.749            0.586492203
                  5/1/2018 14:00                  71.384139               93.73           0.59           26.7             1      1         109.483            1.533716054
                  5/1/2018 15:00                  72.010485              104.93           0.04           22.5             1      1          105.83            1.469647094
                  5/1/2018 16:00                 123.258471              323.19           2.66           29.4             1      1         401.394            3.256522629
                  5/1/2018 17:00                 164.355601              169.54           0.92           29.6             1      1         196.772            1.197233309
                  5/1/2018 18:00                 177.179443               156.2           1.51           29.9             1      1         201.349            1.136412874
                  5/1/2018 19:00                 199.124643              167.73           0.17           27.9             1      1         172.473            0.866155978
                  5/1/2018 20:00                 149.189007              102.54           0.41           20.7             1      1         111.027            0.744203626
                  5/1/2018 21:00                 124.254516              133.76           1.16           31.5             1      1           170.3            1.370573927
                  5/1/2018 22:00                  79.769671               61.68           1.48           29.2             1      1         104.896            1.314985993
                  5/1/2018 23:00                  99.975176                 149           2.63           28.3             1      1         223.429            2.234844778
                   5/2/2018 0:00                 169.334873               66.14              0           24.3             1      1           66.14               0.390587
                   5/2/2018 1:00                  164.65224               79.76           0.33             27             1      1           88.67            0.538528963
                   5/2/2018 2:00                 308.579821              175.52           1.94           25.8             1      1         225.572            0.731000489
                   5/2/2018 3:00                 165.249993               75.91           2.08           23.7             1      1         125.206             0.75767628
                   5/2/2018 4:00                 122.102033              170.59           2.01           27.6             1      1         226.066            1.851451564
                   5/2/2018 5:00                 161.270175              213.83           1.93           22.1             1      1         256.483            1.590393264
                   5/2/2018 6:00                 192.314372              197.93              0           17.2             1      1          197.93            1.029200251
                   5/2/2018 7:00                 170.170478               66.83           0.55           27.9             1      1          82.175            0.482898097
                   5/2/2018 8:00                 165.496701               83.44           0.31           24.6             1      1          91.066            0.550258703
                   5/2/2018 9:00                 116.908222                7.22              0           14.6             1      1            7.22            0.061757846
                  5/2/2018 10:00                 127.260049               44.76              0           31.9             1      1           44.76            0.351720751
                  5/2/2018 11:00                 133.071266               311.6              0           32.9             1      1           311.6            2.341602431
                  5/2/2018 12:00                 134.300547              129.34           2.77           23.8             1      1         195.266            1.453947913
                  5/2/2018 13:00                  77.365265               96.03           1.09           31.2             1      1         130.038            1.680831831
                  5/2/2018 14:00                  96.842741               58.77           0.73           28.8             1      1          79.794            0.823954374
                  5/2/2018 15:00                 101.597209               90.06           1.95           26.8             1      1          142.32            1.400825883
                  5/2/2018 16:00                 136.708152              281.83           1.88           22.2             1      1         323.566            2.366837641
                  5/2/2018 17:00                 134.415926               85.03           0.89             25             1      1          107.28            0.798119711
                  5/2/2018 18:00                 179.484163              146.11           1.32           26.4             1      1         180.958            1.008211516
                  5/2/2018 19:00                 124.521185                88.4           1.11             30             1      1           121.7            0.977343735
                  5/2/2018 20:00                 157.606509               75.88           0.56           22.6             1      1          88.536            0.561753449
                  5/2/2018 21:00                 118.567155              140.11            1.5           25.7             1      1          178.66            1.506825394
                  5/2/2018 22:00                  59.831421               73.55           3.66           24.7             1      1         163.952            2.740232427
                  5/2/2018 23:00                  98.521607               87.94            1.5           23.8             1      1          123.64            1.254953139
                   5/3/2018 0:00                 104.901982              143.65           3.17           23.9             1      1         219.413            2.091600138
                   5/3/2018 1:00                 173.858675              166.89           1.29           25.7             1      1         200.043            1.150606951
                   5/3/2018 2:00                 142.391088              290.39           1.56           30.8             1      1         338.438              2.3768201
                   5/3/2018 3:00                 173.043298              169.92           2.14           22.4             1      1         217.856            1.258968146
                   5/3/2018 4:00                 189.783327              249.55           1.72           28.7             1      1         298.914            1.575027716
                   5/3/2018 5:00                 282.678402              363.75           2.28           27.5             1      1          426.45            1.508604821
                   5/3/2018 6:00                 212.999474              141.48              0           18.1             1      1          141.48            0.664226992
                   5/3/2018 7:00                 110.946813              458.29           0.71           19.6             1      1         472.206            4.256147493
                   5/3/2018 8:00                 118.218823               27.59           0.86           31.4             1      1          54.594            0.461804632
                   5/3/2018 9:00                  118.86035                0.75              0           30.4             1      1            0.75            0.006309926
                  5/3/2018 10:00                 122.107504               69.12           0.72           28.8             1      1          89.856            0.735876151
                  5/3/2018 11:00                  147.39426                 141           2.42           24.6             1      1         200.532             1.36051431
                  5/3/2018 12:00                 113.673777               50.76           2.61           25.8             1      1         118.098            1.038920348
                  5/3/2018 13:00                 134.556228              230.41           1.72           14.5             1      1          255.35            1.897719666
                  5/3/2018 14:00                 113.181131              109.22           2.25           25.4             1      1          166.37            1.469944668
                  5/3/2018 15:00                 135.775587              233.71           1.51           22.8             1      1         268.138            1.974861652
                  5/3/2018 16:00                 161.694625               159.2           1.49           26.2             1      1         198.238             1.22600241
                  5/3/2018 17:00                 184.121161              226.35           1.97           23.4             1      1         272.448             1.47972128
                  5/3/2018 18:00                 100.888584               87.07           0.76           23.8             1      1         105.158            1.042318128
                  5/3/2018 19:00                 109.007528               55.17           1.18           28.8             1      1          89.154             0.81787012
                  5/3/2018 20:00                 109.848216              105.31           1.33           28.9             1      1         143.747            1.308596582
                  5/3/2018 21:00                  66.257144               71.04           1.08           30.7             1      1         104.196            1.572600232
                  5/3/2018 22:00                  57.387272              121.14           0.93           23.7             1      1         143.181            2.494995754
                  5/3/2018 23:00                  44.401616               41.24           1.29           27.8             1      1          77.102             1.73646833
                   5/4/2018 0:00                  56.930947               87.08           1.57           27.4             1      1         130.098            2.285189459
                   5/4/2018 1:00                  36.533736                14.3           2.18           33.9             1      1          88.202            2.414261711
                   5/4/2018 2:00                  49.617058               42.37           1.64           23.8             1      1          81.402            1.640605132
                   5/4/2018 3:00                  56.551506               42.62           2.08           29.4             1      1         103.772            1.834999761
                   5/4/2018 4:00                   63.77991               73.07           2.24           24.3             1      1         127.502            1.999093445
                   5/4/2018 5:00                  65.592885               75.23           5.61           30.1             1      1         244.091            3.721303004
                   5/4/2018 6:00                 100.605988              114.45           0.86           28.5             1      1          138.96            1.381229912
                   5/4/2018 7:00                 131.124921              161.79           1.31           30.7             1      1         202.007            1.540569088
                   5/4/2018 8:00                 127.326186               88.83           1.18           27.8             1      1         121.634            0.955294459
                   5/4/2018 9:00                 262.165874              192.04           0.45           30.2             1      1          205.63             0.78435075
                  5/4/2018 10:00                 248.742134              226.92           0.29           22.8             1      1         233.532            0.938851799
                  5/4/2018 11:00                 194.204843              235.69           2.22           32.2             1      1         307.174            1.581701029
                  5/4/2018 12:00                 178.696783              211.57            2.4             28             1      1          278.77            1.560016892
                  5/4/2018 13:00                 127.403921              145.95            1.2           27.3             1      1          178.71            1.402704082
                  5/4/2018 14:00                  113.77666               67.82            1.2           29.5             1      1          103.22            0.907215944
                  5/4/2018 15:00                 102.539015               55.85           3.04           27.6             1      1         139.754            1.362934879
                  5/4/2018 16:00                 129.139758              163.94           1.14             31             1      1          199.28            1.543134377
                  5/4/2018 17:00                 183.710377              110.86           0.98           30.3             1      1         140.554            0.765084707
                  5/4/2018 18:00                 130.617833               36.58           0.56           33.1             1      1          55.116            0.421963822
                  5/4/2018 19:00                 160.039392               37.92           1.09           29.6             1      1          70.184            0.438542031
                  5/4/2018 20:00                 274.320716               265.2           0.86           32.3             1      1         292.978            1.068012669
                  5/4/2018 21:00                  169.20662              115.96           0.97           25.6             1      1         140.792            0.832071464
                  5/4/2018 22:00                 155.010547              207.51           1.45           30.1             1      1         251.155            1.620244589
                  5/4/2018 23:00                 137.736032              177.47           1.61           27.8             1      1         222.228            1.613434021
                   5/5/2018 0:00                 179.762694              328.42           1.48           24.1             1      1         364.088            2.025381306
                   5/5/2018 1:00                  182.67891              314.43           3.04           22.9             1      1         384.046            2.102300698
                   5/5/2018 2:00                 211.777255              353.63           1.42           12.2             1      1         370.954            1.751623422
                   5/5/2018 3:00                 126.924251              208.17           2.07           18.1             1      1         245.637            1.935303916
                   5/5/2018 4:00                  96.490153               89.61           1.57           31.9             1      1         139.693            1.447743585
                   5/5/2018 5:00                  72.105016              428.73           1.64           31.4             1      1         480.226            6.660091442
                   5/5/2018 6:00                  78.853468              139.53            0.2           16.8             1      1          142.89            1.812095316
                   5/5/2018 7:00                 185.841901               44.25              0           19.2             1      1           44.25            0.238105614
                   5/5/2018 8:00                 191.166712              115.73           2.28           25.9             1      1         174.782            0.914290978
                   5/5/2018 9:00                 195.076532               29.43           0.53           21.2             1      1          40.666            0.208461774
                  5/5/2018 10:00                 152.200711              108.48           0.29           10.7             1      1         111.583            0.733130609
                  5/5/2018 11:00                 192.409632              226.94           0.91           20.1             1      1         245.231            1.274525591
                  5/5/2018 12:00                 253.960528               357.8           1.97           16.3             1      1         389.911            1.535321269
                  5/5/2018 13:00                 156.943044              191.94           1.26           16.9             1      1         213.234            1.358671239
                  5/5/2018 14:00                  186.21705              131.45           2.09           19.8             1      1         172.832            0.928121243
                  5/5/2018 15:00                 144.927649              166.88           2.52           16.5             1      1          208.46            1.438372881
                  5/5/2018 16:00                 278.065425              521.99           1.46           29.9             1      1         565.644            2.034211913
                  5/5/2018 17:00                 331.400412              329.12           2.07           24.7             1      1         380.249            1.147400505
                  5/5/2018 18:00                 164.066643              146.68            1.1           28.3             1      1          177.81            1.083766918
                  5/5/2018 19:00                 191.616452              241.59           1.41           30.7             1      1         284.877            1.486704284
                  5/5/2018 20:00                 198.004754              236.35           1.31           28.3             1      1         273.423            1.380891087
                  5/5/2018 21:00                 320.222271              514.83           0.83           29.5             1      1         539.315            1.684189542
                  5/5/2018 22:00                 332.578584              732.66           1.37           26.5             1      1         768.965            2.312130236
                  5/5/2018 23:00                 206.639821              326.54           3.17           19.4             1      1         388.038            1.877847155
                   5/6/2018 0:00                 381.479483              380.73           1.41           33.1             1      1         427.401            1.120377423
                   5/6/2018 1:00                 135.389399                 102            2.2           31.5             1      1           171.3            1.265239386
                   5/6/2018 2:00                 244.459996              189.85              0           29.7             1      1          189.85            0.776609683
                   5/6/2018 3:00                 385.179861              410.16           2.01           20.4             1      1         451.164            1.171307344
                   5/6/2018 4:00                 184.097798              150.61           0.35           20.6             1      1          157.82            0.857261747
                   5/6/2018 5:00                 129.245084              143.62           0.52           26.7             1      1         157.504            1.218645964
                   5/6/2018 6:00                 170.836775              136.45           2.28           29.5             1      1          203.71            1.192424757
                   5/6/2018 7:00                 187.872455              122.66            1.1           26.8             1      1          152.14            0.809804716
                   5/6/2018 8:00                  389.21399              429.13            1.1           29.1             1      1          461.14            1.184798111
                   5/6/2018 9:00                 290.702028              351.17           0.85           31.1             1      1         377.605            1.298941747
                  5/6/2018 10:00                 215.595845              223.48           1.93           17.4             1      1         257.062            1.192332811
                  5/6/2018 11:00                 193.064745              137.51              0           21.2             1      1          137.51            0.712248111
                  5/6/2018 12:00                  174.10319               267.3           1.38           19.7             1      1         294.486            1.691445171
                  5/6/2018 13:00                 155.226525              106.48           1.53           30.1             1      1         152.533            0.982647779
                  5/6/2018 14:00                 205.887308              108.59           1.38           30.5             1      1          150.68            0.731856672
                  5/6/2018 15:00                 138.439133               55.33           2.02           31.2             1      1         118.354            0.854917229
                  5/6/2018 16:00                 286.315719              320.37           0.97           29.8             1      1         349.276            1.219898094
                  5/6/2018 17:00                 293.787051               573.3           1.52             19             1      1          602.18            2.049715935
                  5/6/2018 18:00                 272.646342              318.15           1.31           30.3             1      1         357.843            1.312480473
                  5/6/2018 19:00                 219.788414              248.04           1.16           29.1             1      1         281.796            1.282123998
                  5/6/2018 20:00                 215.549985              248.48           1.49           36.4             1      1         302.716            1.404388871
                  5/6/2018 21:00                 250.848526              360.73           1.77           30.5             1      1         414.715            1.653248702
                  5/6/2018 22:00                 273.347212              554.05           2.15           32.3             1      1         623.495            2.280963451
                  5/6/2018 23:00                 143.685851              133.12           2.29           19.2             1      1         177.088            1.232466515
                   5/7/2018 0:00                  279.86244              363.31           2.94           21.4             1      1         426.226            1.522983935
                   5/7/2018 1:00                 182.730367              249.73           2.37           21.8             1      1         301.396            1.649402915
                   5/7/2018 2:00                 360.922859              557.23              0           30.3             1      1          557.23            1.543903319
                   5/7/2018 3:00                 274.908689              440.06           1.27           29.6             1      1         477.652            1.737493281
                   5/7/2018 4:00                 490.906111              854.54           2.38           21.2             1      1         904.996            1.843521561
                   5/7/2018 5:00                 424.447423             1337.47           0.57             12             1      1         1344.31            3.167200287
                   5/7/2018 6:00                 388.680228              645.75           1.44           30.2             1      1         689.238             1.77327775
                   5/7/2018 7:00                 586.412411              817.99            1.7           17.5             1      1          847.74            1.445637889
                   5/7/2018 8:00                 240.999577              666.82            1.4           29.4             1      1          707.98            2.937681505
                   5/7/2018 9:00                 281.684985              529.13           2.95           23.3             1      1         597.865            2.122459598
                  5/7/2018 10:00                  181.88228               206.9           1.77           24.2             1      1         249.734            1.373052944
                  5/7/2018 11:00                  122.66484              158.81            3.2           22.1             1      1          229.53            1.871196343
                  5/7/2018 12:00                 116.141904              108.55           2.19             27             1      1          167.68            1.443751086
                  5/7/2018 13:00                 120.636902               44.19           2.01           19.5             1      1          83.385             0.69120641
                  5/7/2018 14:00                  95.714566              108.83           2.76           16.3             1      1         153.818            1.607049025
                  5/7/2018 15:00                  91.980455               38.38           2.72           28.9             1      1         116.988            1.271878901
                  5/7/2018 16:00                  170.68943              160.11           2.13           31.4             1      1         226.992            1.329853876
                  5/7/2018 17:00                 158.444203              143.36            2.1           21.6             1      1          188.72            1.191081759
                  5/7/2018 18:00                 130.938017              308.82           1.15           23.2             1      1           335.5            2.562281052
                  5/7/2018 19:00                 113.070235              206.22           5.39           29.6             1      1         365.764            3.234838948
                  5/7/2018 20:00                  88.225113              152.53           0.76           34.1             1      1         178.446            2.022621382
                  5/7/2018 21:00                   69.98932              129.73           1.83           33.5             1      1         191.035             2.72948787
                  5/7/2018 22:00                  77.726021              127.71           2.99           26.2             1      1         206.048            2.650952633
                  5/7/2018 23:00                   97.02629              164.98           2.75           32.9             1      1         255.455            2.632843119
                   5/8/2018 0:00                 106.400547               99.37           1.85             32             1      1          158.57            1.490311887
                   5/8/2018 1:00                  56.496129               51.24           2.02           32.8             1      1         117.496             2.07971771
                   5/8/2018 2:00                 102.012786              196.56           2.37           29.6             1      1         266.712            2.614495795
                   5/8/2018 3:00                  92.615382               135.4           1.42             25             1      1           170.9            1.845265833
                   5/8/2018 4:00                  82.297502              128.07           1.54           28.2             1      1         171.498             2.08387856
                   5/8/2018 5:00                  71.377455              127.59           1.08           23.4             1      1         152.862            2.141600594
                   5/8/2018 6:00                 144.611106              203.67           0.51           28.2             1      1         218.052            1.507850995
                   5/8/2018 7:00                 164.815171              189.19           2.11           30.4             1      1         253.334            1.537079375
                   5/8/2018 8:00                 121.032991               72.27           1.29             34             1      1          116.13            0.959490458
                   5/8/2018 9:00                 117.429111               48.79              0           34.1             1      1           48.79            0.415484709
                  5/8/2018 10:00                 153.474528              119.56           2.94           32.4             1      1         214.816            1.399685034
                  5/8/2018 11:00                 100.504327               64.04            0.7           13.9             1      1           73.77            0.733998249
                  5/8/2018 12:00                 110.952777               93.92           2.28           28.4             1      1         158.672            1.430085882
                  5/8/2018 13:00                  48.405676               13.29           1.46           28.9             1      1          55.484            1.146229215
                  5/8/2018 14:00                 112.424325              212.54           2.67           26.4             1      1         283.028            2.517497881
                  5/8/2018 15:00                 127.098655              164.34           2.17           30.1             1      1         229.657              1.8069192
                  5/8/2018 16:00                 123.899975              156.94           1.65           34.5             1      1         213.865            1.726110114
                  5/8/2018 17:00                  116.72093              173.06           1.56           34.1             1      1         226.256            1.938435549
                  5/8/2018 18:00                  76.702271               28.71           0.69           34.5             1      1          52.515            0.684660302
                  5/8/2018 19:00                   61.59222               40.06            1.2           33.9             1      1           80.74            1.310879848
                  5/8/2018 20:00                  73.378725              130.33           2.02           31.2             1      1         193.354             2.63501444
                  5/8/2018 21:00                  57.899397               52.91           1.75           26.7             1      1          99.635            1.720829666
                  5/8/2018 22:00                  36.978801               34.25           2.03           31.8             1      1          98.804            2.671909238
                  5/8/2018 23:00                   41.29403               40.85           3.01           32.5             1      1         138.675            3.358233624
                   5/9/2018 0:00                  29.880458               13.96           0.57           32.4             1      1          32.428            1.085257796
                   5/9/2018 1:00                  43.010254               24.11           3.14             26             1      1          105.75            2.458716008
                   5/9/2018 2:00                  43.239536                33.6           2.11           35.5             1      1         108.505            2.509393255
                   5/9/2018 3:00                  45.551705               42.02           2.92           29.6             1      1         128.452              2.8199164
                   5/9/2018 4:00                  56.365332               55.45           1.47           37.2             1      1         110.134            1.953931541
                   5/9/2018 5:00                  44.595799               25.68           1.18           39.1             1      1          71.818            1.610420748
                   5/9/2018 6:00                  97.810656               92.29           1.59           36.7             1      1         150.643            1.540149163
                   5/9/2018 7:00                 101.919988              138.55           0.83           33.2             1      1         166.106            1.629768638
                   5/9/2018 8:00                   58.29603               44.12           0.36           27.7             1      1          54.092            0.927884798
                   5/9/2018 9:00                  41.202901                9.25              0           26.1             1      1            9.25            0.224498756
                  5/9/2018 10:00                  39.565513               19.09           2.13           24.7             1      1          71.701            1.812209537
                  5/9/2018 11:00                  37.712632               24.57           2.85           26.8             1      1          100.95             2.67682192
                  5/9/2018 12:00                  30.374464               10.79              0           25.1             1      1           10.79            0.355232606
                  5/9/2018 13:00                  29.343475               13.35           2.05           28.3             1      1          71.365            2.432056871
                  5/9/2018 14:00                  27.572445                7.17           2.18           27.1             1      1          66.248            2.402688626
                  5/9/2018 15:00                   27.61056                7.64           2.35           32.5             1      1          84.015            3.042857515
                  5/9/2018 16:00                  28.396143               14.12           1.56           27.3             1      1          56.708             1.99703178
                  5/9/2018 17:00                   63.35521               38.79           0.84           29.6             1      1          63.654            1.004716108
                  5/9/2018 18:00                  37.505001                3.96              0           27.4             1      1            3.96            0.105585919
                  5/9/2018 19:00                  42.821321               24.15           1.15           29.1             1      1          57.615            1.345474606
                  5/9/2018 20:00                  36.362284               27.42            1.1           31.1             1      1           61.63            1.694888033
                  5/9/2018 21:00                   33.13966               19.07           1.32           29.5             1      1           58.01            1.750470584
                  5/9/2018 22:00                  26.428367               16.81           1.17           32.6             1      1          54.952            2.079280948
                  5/9/2018 23:00                  24.289729               13.98            2.5           26.3             1      1           79.73            3.282457371
                  5/10/2018 0:00                  29.772077               15.91           3.56           18.9             1      1          83.194            2.794363322
                  5/10/2018 1:00                  27.576779                9.97           3.23           32.1             1      1         113.653            4.121329761
                  5/10/2018 2:00                  31.805491               15.68           2.22             33             1      1           88.94            2.796372488
                  5/10/2018 3:00                  25.815864               17.24           1.89           31.5             1      1          76.775            2.973946562
                  5/10/2018 4:00                  26.174035               19.88           7.08           27.2             1      1         212.456             8.11705188
                  5/10/2018 5:00                  28.346332               18.05              3             28             1      1          102.05            3.600113059
                  5/10/2018 6:00                  49.697374               27.81           1.13           23.5             1      1          54.365            1.093920979
                  5/10/2018 7:00                  50.398441               38.81           1.12           28.6             1      1          70.842            1.405638718
                  5/10/2018 8:00                   35.29115                15.2           1.29           34.4             1      1          59.576             1.68812861
                  5/10/2018 9:00                  27.324694                 0.6           1.14           27.7             1      1          32.178            1.177616115
                 5/10/2018 10:00                  25.008246                4.33           1.23           39.2             1      1          52.546            2.101146958
                 5/10/2018 11:00                  24.158485               11.91           1.78           32.6             1      1          69.938            2.894966303
                 5/10/2018 12:00                  24.621895                4.33           3.28             32             1      1          109.29            4.438732275
                 5/10/2018 13:00                  25.088885                4.54           3.26             35             1      1          118.64             4.72878727
                 5/10/2018 14:00                  24.862728                 3.6           2.22           39.8             1      1          91.956            3.698548285
                 5/10/2018 15:00                  25.435858                5.46              3           32.2             1      1          102.06            4.012445737
                 5/10/2018 16:00                   29.98958               74.25            2.6           32.1             1      1          157.71            5.258826566
                 5/10/2018 17:00                  47.396533               40.43           1.74           30.1             1      1          92.804            1.958033513
                 5/10/2018 18:00                  39.102624               43.77           1.35           31.9             1      1          86.835            2.220694959
                 5/10/2018 19:00                  27.648803               22.04           1.25           28.2             1      1           57.29            2.072060769
                 5/10/2018 20:00                  27.643797                6.09              2           29.2             1      1           64.49            2.332892258
                 5/10/2018 21:00                   26.58589               11.55           1.86           32.5             1      1              72            2.708203487
                 5/10/2018 22:00                  21.739436                5.48            2.1           34.2             1      1            77.3             3.55575002
                 5/10/2018 23:00                  20.729744                 8.3            1.8           34.9             1      1           71.12             3.43081902
                  5/11/2018 0:00                  22.159087                5.45            2.8           27.3             1      1           81.89             3.69554937
                  5/11/2018 1:00                   21.52541                4.62           0.49           36.8             1      1          22.652            1.052337679
                  5/11/2018 2:00                  21.069132                4.59           0.09           40.1             1      1           8.199            0.389147498
                  5/11/2018 3:00                    21.2928                4.54           0.48           32.6             1      1          20.188            0.948113916
                  5/11/2018 4:00                  22.425453                7.95           1.74           34.3             1      1          67.632             3.01585881
                  5/11/2018 5:00                   23.11888                8.87           2.21           34.5             1      1          85.115            3.681622985
                  5/11/2018 6:00                    29.7922               13.07           3.37           30.3             1      1         115.181            3.866146172
                  5/11/2018 7:00                  33.987428              115.17           1.57           28.6             1      1         160.072            4.709741496
                  5/11/2018 8:00                  24.157497                4.73           2.14           35.7             1      1          81.128            3.358294943
                  5/11/2018 9:00                   24.73462                0.83           1.43           36.5             1      1          53.025            2.143756403
                 5/11/2018 10:00                   23.98018                3.56           1.72           42.3             1      1          76.316            3.182461516
                 5/11/2018 11:00                  23.230871                1.62           1.74           37.6             1      1          67.044            2.885987357
                 5/11/2018 12:00                  23.228853                2.33           2.94             35             1      1          105.23            4.530141889
                 5/11/2018 13:00                  23.182291                1.85           3.47           37.6             1      1         132.322            5.707891425
                 5/11/2018 14:00                  22.586378                2.56           1.63           41.6             1      1          70.368            3.115506169
                 5/11/2018 15:00                  22.313729                2.32           1.56           37.1             1      1          60.196            2.697711351
                 5/11/2018 16:00                  22.519245                3.33           2.73           28.9             1      1          82.227            3.651410161
                 5/11/2018 17:00                  24.586976                4.27           2.32           23.8             1      1          59.486            2.419410992
                 5/11/2018 18:00                  24.061076                3.26           2.01           35.5             1      1          74.615            3.101066636
                 5/11/2018 19:00                  25.438997                6.59           2.42           31.7             1      1          83.304            3.274657409
                 5/11/2018 20:00                  24.158572                4.39           2.17           32.8             1      1          75.566            3.127916667
                 5/11/2018 21:00                  22.678037                5.04           2.07           31.9             1      1          71.073            3.134001413
                 5/11/2018 22:00                  20.826674                9.53           1.15           31.4             1      1           45.64            2.191420483
                 5/11/2018 23:00                  17.155016                8.65           1.69           36.1             1      1          69.659            4.060561646
                  5/12/2018 0:00                  19.617079                5.24           3.68           29.5             1      1           113.8            5.801067529
                  5/12/2018 1:00                  19.850233                5.56           0.58           39.1             1      1          28.238            1.422552572
                  5/12/2018 2:00                    18.5998                3.98           0.54           37.2             1      1          24.068            1.293992409
                  5/12/2018 3:00                  18.083497                3.94           0.36           35.9             1      1          16.864            0.932562988
                  5/12/2018 4:00                   18.79502                5.28           1.41           35.1             1      1          54.771            2.914122996
                  5/12/2018 5:00                   20.72375                 7.8           1.45           41.2             1      1           67.54             3.25906267
                  5/12/2018 6:00                  26.127999                 8.2           1.51             39             1      1           67.09            2.567743515
                  5/12/2018 7:00                  26.541887                7.42           2.47           34.3             1      1          92.141            3.471531621
